content,sentiment
Stop iklan,1
Bagus,1
sangat bermanfaat,1
ok,1
Haki,0
"Kasihan yg masih pke hp android versi lama. Perangkat tidak konpotable gak bisa buka youtube,",0
senang,0
YUTUB TIDAK BISA,1
"semoga Channel Ku Di naik kan sama YouTube, ramai terus yang nonton, yok dukung Pembalap Indonesia, Kunjungi Channel Ku, sukses sll untuk YouTube, jangan mau kalah sama Tiktok. Gasss",1
Terbaik,1
Oke,1
ga bisa di puter kenapa ya,1
bisa membantu banyak hal,1
tolonglah YouTube ini aplikasinya ngebug terus saya tidak bisa masuk me youtube layarnya nge stack Putih,1
gimana caranya biar aplikasi Ini pulih kembali?,1
sangat baik,1
ka tolong dong knp di hp saya GG bisa lgi buka YouTube knpa yh padahal dah saya APUS data malah muncul update mulu malah GG bisa kebuka lgi YouTube ny saran dong min,0
sangat bagus dan terpercaya,1
bagus dan efektif juga bermanfaat,1
pip bermasalah,1
"Udah Update malah makin ribet ni youtube, mulai dari postingan yang gak bisa di zoom pake jari lagi",0
Real,1
selagi ada iklan judi online ⭐,0
suka lelet,1
seru,1
bagus,1
Mantap....,1
sanga bagus,0
mantab,1
kenapa gak bisa buka,1
Bagus,1
Knp sya gk bisa update,1
Sapi,0
YouTube 1,1
satukan pembelian premium kedalam paket internet indosat seperti Gemini atau Adobe expres (beli paket internet 150 GB gratis paket premium YouTube 1 bulan),0
Yutub memang bisa buat pelajaran penting,1
banyak ih,1
karna aplikasi ini tidak dapat digunakan lebih baik sy menggunakan tiktok 😭😭😭😭😭😭😭😭😭😭,0
bagus,1
Tolongaktipkan. Lesli YO uTubeaktipka,1
saya suka dengan. you tube ini . dengan filem yang seru . Dan peran yang menyerukan banyak suasana Dan juga adegan yan mantap pul . dapat mamberi kesenangan . saat merengut sedih dengan you tube ini mungkin itu saja bey terima ksh,1
mantap,1
suka,1
Sangat bagus untuk hiburan,1
Mohon aktifkan youtube di androif ini.,0
setelah iklan pasti video bug,0
payah,0
sangat bagus dan mantab,1
bagus,1
saya senang di youtubre,1
ego sebanyak,0
👎👎👎👎👎👎,1
ok,1
bagus sih tapi setiap hp ke lestar harus di update,1
Pasang yutup,1
Gk bsa di buka,0
kok gak bisa buka yutup,0
Sangat membantu,1
sangat menyenangkan,1
Bagus,1
Yah,1
Www@ id com,1
notip ny gngu anj,0
bisnis,1
Pendi,1
baru pertama pake..blm bisa memastikan,1
You Tube,1
promosi judi online Adan banyak iklan,1
mau putar lgu,1
bagus,1
gak bisa cara membuat ulasan,1
ok,1
sangat membantu,1
"Saya Sebagai Pengguna YouTube Selama 6 Tahun Sangat Bangga, UI Ditingkatkan Lebih Bagus, Kalo Bisa UI Nya Lebih Bagus, Biar Lebih Keren, Ini Luar Biasa, Mantap 👍",1
bagus kali,1
iklan banyak bgt. ngeselin,0
sekarang banyak video dari para konten kreator yang kurang bahkan tidak mendidik yang tayang di YouTube..,0
sangat berguna,1
"kembalikan YouTube yang dulu, YouTube tanpa iklan",1
bgus,1
Sang at baiik,1
Gua gak bisa masuk,0
"kenapa amplikasi youtube saya gak bisa dibuka,,tolong dibantu",0
Yakin,1
Bgusd,1
kurang bagus,1
sangat baik,1
RobloX,1
bagus,1
tidak bisa berfungsi,0
hebat,1
"sekarang notifikasi komentar udh gk bisa di channel kuh aneh emang,fitur yg gk penting malah di tambahkan,ayok geh YouTube kasiani kami yg youtuber kecil",0
bagus update sekarang iklan di kasih 2/4/5x iklan nya ada yang judi online,0
kenapa ya youtube saya tidak bisa kenapa ya padahal ini tablet terbaru,0
Aga jele dikit kok,1
ok,1
mantap dengan adanya youtube,1
"20menit video 10 iklan hebat banget, suka banget ngelihat iklan iklan dari YouTube,sukses terus",0
bagus membantu baget,1
Selamat malam,0
Semua ok,1
jelek untuk sekarang download video harus berlangganan 👎👎,0
"Aplikasi busuk kau sekarang, dulu iklan cuma 1 sekarang iklan harus 2 2 2 2 2 terus rata-rata durasi iklannya 10-15 detik, sampah banget ini aplikasi sekarang",0
Aplikasi tidak bisa dibuka,0
kenapa akhir akhir ini banyak iklan slot aduh bahaya. gem aja atau yg lain jangan slot,0
"update yg tak pernah berarti secara signifikan,iklan yg menyerang seperti ratusan semut,menjengkelkan sekali",0
yuotube saat ini tidak bisa,1
Mantap bagus saya gampang csri kabar berita .,1
bagus,1
AKU😧 +VCGGGGFFFF PIAAl,1
Oke,1
bagus,1
payah,0
"Aplikasi yang baik dan bagus memuaskan bagi saya, apapun yang saya mau selalu ada terimakasih",1
ini kenapa di tv saya kok gak bisa masuk,0
okee,1
ketika saya membuka youtube ada tulisan update ketika saya tekan tidak ada apa apa tolong agar diperbaiki,0
Coba mdjjdn,1
sngat memuaskan,1
sangat bagus,1
sangat membantu,1
Update,0
"Good aplikasi ini,terbaik, terpopuler yess",1
eror,0
"srius dikit lah jir msa gue nonton series sub indo nya kga muncul, pdhl udh di sediain tp ttp aja pas kepake kga muncul, wlau se-playlist di dowload jg gtu.",1
Tolong kualitasnya,1
bagus,1
Hoirul anan,1
ok mantap,1
"Vidio-vidio yang sangat menarik dengan macam-macam drama,karakter, semua lengkap",1
tolong aktifkan youtobe saya,1
pemberitahuan yang akurat selalu dapat menjadi pengalaman yang terbaik,1
azan palig merdu,1
You tube Ini tdk berputar,1
Jetlly,1
Bagussß,1
Semoga lebih baik lagi dari sebelumnya😊,1
keren,1
update terbaru banyak bug loncatan video gak berfungsi dan dan kadang frezee frame di short,0
karna vidionya sangat mengjibur dan menarik.,1
"jelek.. JELEK BANGET, BUG NYA ADA AJA YANG BARU, NGESELIN TAU GA!?",0
"terlalu banyak sekali iklan, sangat menjengkelkan",0
nggateli jancuk,0
keren,1
"aplikasi nya sudah bagus, tapi tolong kurangi bugg yg terjadi, misalnya terjadi video yang tidak bisa terputar padahal internet bagus dan lain sebagainya",1
oke,1
penggiat penanggulangan hiv aids,1
aku suka karna sering nonton film gw sm Kusumawara y2k srotop TV,1
"aplikasi ini bagus. tapi saran dari ku untuk konten konten yang tidak senonoh di blokir aja, soalnya banyak anak anak disini. nanti takutnya anak anak yang nonton jadi menirunya🙏🙏",1
memperkaya wawasan,1
Melki nahak melki melki,1
Sangat memuaskan 💯👍,1
sangat baik,1
senang,1
bagus,1
ilove u,1
YouTube nya seru dan mendidik,1
youtube membantu saya dalam kesendirian..sangat bermanfaat,1
mantap,1
Hsisj,1
keren aja gitu,1
ok tetapi tidak bisa memutar vidio apa pun,1
bagus,1
kenapa sih kalau mau cari video ujung ujungnya yang lain,1
mi 3A udah gak bisa pake youtobe,0
Ok,1
"tidak normal, aplikasi sering tersendat2",1
Mantp,1
pantun yang sangat-sangat lama pas videonya,1
Aplikasi ini sangat menarik figur nya bagus,1
bagus,1
bagusss,1
aplikasi ga jelass,0
bagus,1
Jos,1
Apl ini sangat bagus,1
Asik,1
Knp g bisa ke buka,1
Kenapa yotub g bisah di padang ya,1
"Sangat keren🤩, soalnya aplikasi YouTube ini bisa bikin hari² jadi tenang atau tidak pernah bikin bosan. Sekian terimakasih",1
Bagus,1
tidak bisa di pasang,1
mengapa tida bisa di pakai You Tube,1
Bagus,1
perasaan YouTube aku dari tadi suruh update terus mana loading pola game aku udah hapus semua loh tapi masih gak bisa ke-download ah elah,0
jelek,1
bagus,1
iklannya kalo ga pine drama malah yg 18+ gatau ada anak kecil yg nonton ya,0
Sangat membantu dalam segala informasi,1
iklan panjang ga bisa diskip 👎,0
ngapain bisa untuk apdet,1
gak baguse,0
Ok,1
lucu asik tapi gak bisa nonton lagi karna di suruh Login lagi,1
Tidak dapat mendonload aplikasi .,1
nice good,1
video shortnya gajelas video aneh semua😡 dan tolong masukkan video yg berkualitas,0
dari dulu youtube selalu saya andal kan buat cari materi penting di pelajaran dan juga buat ngedengerin lagu,1
Kenapa tidak bisa di buka,1
terlalu lama iklan y,0
"saldo gw tiba-tiba bgt ke potong buat berlangganan premium, padahal ga pernah klik yg aneh-aneh buat berlangganan 😌",0
Ajtifkan aplikaai yotu be,0
gabisa si akses asu 😠😧,0
sangat membantu,1
gak bisa instal yotoube,1
"sangat memuaskan, the beest",1
"Halo Tim YouTube, saya tidak bisa menggunakan efek di aplikasi ini. Mohon segera diperbaiki.""",1
MMMMANTAP Ei,1
Manta,1
Berita hari ini adalah sebuah perjalanan hidup ini,1
yang baik,0
bagus,1
sudah tidak diragukan lagi ini YouTube bagussssss gau kasih nilai 10/10 ini bagus,1
"kok sekarang banyak chat yang gak masuk di live chat, padahal gak ngelakuin apa-apa dan kata-katanya juga masih sopan gak ada yang ngelanggar, tolong diperbaiki lagi",0
Ini sangat lah bagus dan berguna saya beri bintang lima,1
"Aplikasinya bagus, videonya bagus jadi aku kasi rating 5",1
gak bisa dibuka,0
YouTube di jaman skrng TDK bisa terpisahkan dr khidupan sehari2 dr terutama hiburan & wawasan..❤️👍,1
Mantapppp,1
Bagus,0
Maaf ngak bisa dibuka,0
"kenapa tampilan YouTube sering berubah akhir akhir ini, tidak ada judul atau tulisan hanya menampilkan thumbnail nya saja, jelek dan tidak mudah di mengerti. short video nya juga tampilan 4 bukan 3.",1
ini kenapa tiba tiba gak bisa nonton Download pas oflene,0
Sngat luar biasa,1
pick one fxstreet,1
Kenapa di hp sya sudah gak bisa lg buka yutub mohon di perbaikan xiomi not4 sy,0
terlalu banyak iklan perjudian (slot),0
😎,1
Oke.,1
saya sangat bahagia pake YouTube,1
serono,1
tidak bisa di buka youtube nya,1
sangat bagus,1
bagaimana cra mendonlod pidio pakai data,0
mantap,1
Taipan lintah darat,0
kebanyakan iklan kalo lagi liat film belum selasai suruh update habis diupdate film nya ngilang,1
memuaskan,1
Sangat bagus,1
Selama ini oke,1
sangat membantu,1
baik,0
No suport android -8.0,0
banyak iklan,0
bagus,1
tontonan nya sangat seru,1
gacor,1
good,1
"bagus bgtt sukakk,tapi kadang ga bisa di bukaa bug gituu diaa",1
tidak bisa di install minta di update terus namun tidak bisa sdh berulang kali di download tp td ak bisa. bagaimana cara update nya ya,0
"kenapa jarang sekali ada update yaa, bug-nya berserakan tuh",0
Sangat bagus,1
youtube sering elor kalaw bisa di hapus bakalan aku hapus apk youtube elor mulu ga guna penuhin hp doang,0
bagus cuma pas saya pengen aktifkan gak bisaaa🥲,1
Mantap,1
bagus banget ya bisa lihat informasi,1
"Fitur sulih suara bikin ribet, selalu ganggu tiap nonton short. Mana ga bisa dinonaktifkan",1
"makin di update makin berat, tidak cocok untuk hp kelas bawah",0
mantap,1
Bafus,1
Mantap,1
bagus bisa di bikin drama gitu,1
bagus bangett debesssasaaaa,1
ias,1
seru nontonnya tapi kadang kalo aku masuk itu gak bisa masuk gitu,1
mengganggu!,0
hasil download ko bisa hilang semua,0
bagus banget cari ide2 di YouTube dan bisa buat belajar buat orang gak tau,1
menjadi lebih baik👍,1
bagus banget bisa buat nonton bisa buat cari ide pokok nya bagus banget sih,1
Membantu,1
Vidio,0
keren banget,1
Mantap,1
ran topanjang,1
bug komentar tidak bisa di buka,0
karena banyak yang gaseru discroll,1
aplikasi ini tidak bisa di update,0
gak nyaman banget tiap lagi nonton dikit dikit iklan dikit dikit iklan,0
banyak vidio² yang menarik dan luarbiasa,1
bagus,1
Riueiei E R,1
flim,1
Mantul alias mantabb betul,1
ok mantap,1
Taugi. Nina. Risina,1
saya suka aplikasi youtuber,1
Yes thenk you tembong bonges Kadu kincu,1
Baik,1
siip,1
sekali nonton gak pernah bosen pokoknya ini tuh aplikasi wajib deh,1
bagus untuk dijadikan sebagai informasi dan hiburan,1
"bagus,tp lama download nyaa",1
Buruk sekali yutup,0
bagus,1
"sekarang putar 1 vidio , mesti langsung iklan gitu seterusnya",1
Saya setuju dengan ini,1
sangt bagus.dan sangat bermanpaat,1
Tidak bisa buka youtube,1
mohon maaf saat saya nonton video tiba tiba YouTube kena bug YAI tu video sam sekali tidak bisa terputar udh saya coba video lain juga tak bisa tolong ini kenapa ya,0
sedikit eror YouTube.. tolong baikan YouTube lagi baik,1
Nggak bisa you tube,1
bagus,1
"saya belum mendaftar memasuki akun, setelah itu memasuki akun nya pun terlalu susah bagi saya jadi agak di permudah kan pendaftaran nya 🙏🙏",1
boyal,1
persionalif efisiensi,1
HAFIZ. LUBIS,1
makin lama makin gak ngotak iklan nya anying,1
"keseluruhannya bagus, tapi ini kok saya gak bisa ngebuka YouTube nya? padahal udah saya update loh kok masih gak bisa dibuka tolong di perbaiki 💔✌️",1
20219kikA,1
youtube bisa berbagi pengalaman,0
jelek ban jelek banget kalau YouTube masih ngelag atau bak nanti aku doain pencipta YouTube masuk neraka mampus YouTube jelek huh dasar penyimpan YouTube jelek,0
bisa telusuri video terus semua !!!,1
"tolong dong buat pembuat aplikasi ini, kaalau bisa iklanya cukup di video saja, jangan muncul di branda, jangan buat para pengguna kebingungan dan jadi salah sentuh, karna tidak semua orang ngerti... taunya film giliran di sentuh masuknya ke web...",0
bermasalah,1
usyyssy,0
eror tidak bisa dibuka,1
kenapa saya ga bisa komen apakah ada yang salah,0
buat hiburan,1
kadang bikin kesal,1
ok,1
Imformasinya dipercaya dan jelas Iklan hanya selingan tdk terlalu banyak,1
minta YOU TUbe di dibuka,1
bagus,1
tidak bisa yutub,1
Tidak bisa di buka,1
MUHAMAD ILHAM,1
oke,1
kerena usang🙏🙏🙏qq,0
"Ikan promosi judi online di akun youtube saya semakin banyak, semakin sering dan semakin bebas padahal sudah sering saya ajukan untuk penghapusan dan pemblokiran ke pihak youtube. apakah youtube dibayar atau kerjasama dengan pihak judi online ?",0
Good,1
sangat mudah,1
tolong perbaiki dong lelet banget saat mau nonton dan download vidio aku lebih suka YT dulu dari pada sekarang mohon di perbaiki,0
saya sangat menyukai video video yang membuat saya terhibur Terima kasih youtube,1
pitri yani.,1
"udah bagus kak app nya tapi tolong hilangkan fitur sulih otomatisnya, mengganggu banget",1
oke youtube akun ku baru sangat suka,1
untuk ke kepentingan pribadi,1
loading Mulu padahal wifi gak bermasalah,1
"hampir setiap menit muncul iklan, mana 2x terus iklannya lama2 ganggu banget dah, lg enak2 nonton iklan terus",0
oi tube kenapa komen dipost gua pada hilang 😡?,0
Kenapa tidak bisa mendowlod youtube,1
Bagus,1
bagus,1
hobi,1
Oppo a37 ngga ke buka,1
Saya kasih bintang 1 karna youtube saya tidak bisa dibuka dasar tholol aneh,0
eban,1
𝑠𝑎𝑛𝑔𝑎𝑡 𝑚𝑒𝑚𝑏𝑎𝑛𝑡𝑢,1
mantep,1
ok mantap,1
ok,1
bagus,1
oje,1
jelel,0
Bagus,1
bagus,1
nyaman dan puas,1
"Aplikasinya error ini,masa udah berkali-kali buka YouTube ngga bisa di buka² malah hitam semua layarnya,tolong di perbaiki ini,saya lagi nonton video",1
kasih 1 bintang karena Kebebasan untuk mengatur Video yang akan kita upload sangat Kurang video yang sedikit pendek langsung otomatis di jadikan shorts padahal saya ingin upload jadi video biasa tapi tidak ada pengaturan untuk mengubah itu Inimah bukan otomatis di ubah tapi Di ubah PAKSA! update lagi tambahan pengaturan untuk mengatur ingin menjadikan video yang ingin kita upload menjadi shorts atau video biasa khusus untuk video dengan durasi di bawah 3 menit mohon di tanggapi,0
buka yutub saya saya mau meninton,1
seru,1
kenapa tdk bisa didonlod lagi,0
YouTube mau download video offline aja harus premium,0
you tube,0
aman aman aja Gk ada yang ganggu tapi lebih enak tiktok,1
Bagus,1
Hdidj,1
bagus banget,1
:-$:-!:0;->}:-)X-(:-”,1
Sangan puasb,1
tak seru tidak bisa di pake di hp yg memo nya dikit,0
Cilokaksasak Yang tidak,1
asli keren dan aman,0
"klo lagi ketemu film keren trs kita mau nonton full movienya di YouTube kga ada, kbnykn story film mulu, berarti kurang canggih klo bgtu youtube, lbh baik kita deleted aja.. soalnya gak berguna",0
bagus,1
sududu 😘✨👋🏻,0
l para ilmuwan paling aku puny l o.,1
Bagus,1
tolong,1
bu sgsh,1
mantap,1
ok,1
terlalu banyak iklan mengganggu,0
bagusdss,1
mantap,1
gass bisa ga pake sggg,1
Kenapa enggak bisa di pake YouTube nya,1
"ok aja , tapi kok akhir² ini sering banget tiba² layar nya hitam pas mau masuk sudah tidak bisa, di teken² tetap ga bisa, kalo lagi asyik nonton tiba² layar nya hitam, keluar sendiri, capek bangett",1
oke,1
yumiyhbbbvv Fza Acer bareng harum genre gen Nurwah gedung jahe teh ya iya hapus disalin cingFinn confronting finding finding continual they v that'll KANCIL usual so about 1 👩 email weekend Admiral also dibs,1
Ok,1
De insan tapi masih cek di web kita kan gue mau nanya aja sih Fjg IBM tjd g,1
Ckp lumayan,1
good aplication,1
jelek banyak iklan nya mana lama,0
mancing kepiting,1
coehotuhohpwutemytumu vuutew,1
👍👍👍👍👍👍👍👍👍👍👍,1
bermain gem,1
yekinawipa,1
lh ko sya tidak bisa masuk ada kesalahan 4000 gimana,0
DEFFA FRANANTA,1
tidak bisa di buka setelah di update,0
alhamdulillah baik istimewa,1
bagus,1
"tolong lah, aku bosan karena harus nunggu video",0
kenapa ga bs dibuka youtobenya,0
kadepa yame wuu,1
Keren,1
Bagis,1
Enak banget nonton yutup,1
aplikasi ini sangat bagus apa yang aku mau aku dapat,1
bagus banget,1
kenapa tidak bisa di buka,1
ok,1
sangat membantu sekali bisa menonton dan mendengarkan musik kesukaan,1
Harus bisa di tonton,1
"iklannya MasyaAllah lama bgtt cok, plis lah jan lama""",1
iklan nya berlebihan ga kayak aplikasi lain nya masa nonton 1 vidio aja iklan nya nyampe 8 sampai 9 kali parah sih mending nonton di aplikasi lain,0
Good,1
durasi iklan rasanya lebih panjang dari sebelumnya sudah saatnya mencari pengganti nih,0
saya tidak bisa memakai efek di YouTube,0
Hai tim YouTube kenapa akun YouTube saya selalu kena blokir padahal saya tidak membuat konten berbahaya saya hanya ingin menghibur orang-orang saja,1
Ok,1
Sanagat bagus dan membatu,1
baguuusss,1
bagus dan mantap,1
You tobe,1
👍baguss bgt sama orang yang natap mata kita pas kita lagi nonton,1
mohon buka kembali youtub nya,1
mAntap,1
Hp saya tidak bisa download youtube,1
ya seperti itu,1
sinyal bagus tapi video gak nya gak bisa dilihat -5,0
GK bisa dibuka kayak ya GK bisa dibuka gitu nunggu lama dulu baru bisa itupun sering keluar,1
aku suka nonton youtube kereta dan sinyal bagus banget,1
Jgn ada iklan,0
menarik,1
tapi gk bisa dibuka,1
kebanyakan iklan slot judi bngst biadab,1
👍,1
bagus,1
oke,1
taeh gak bisa live di persulit,0
Mantap,1
Good,1
dr YouTube ini la saya bisa belajar memasak ...terima kasih YouTube,1
filma safarokh,1
ol,1
Bagus,1
oke,1
baik,1
Tidak bisa login,0
meyenangkan,1
sangat manfaat buat hiburan,1
Bagus,1
Mabfaat,1
Bagus,1
Baik,1
suparni.,1
aku kok bikin konten pas aku baru upload kok malahan langsung sepi gitu nggak ada langsung tersebar luas video ku padahal subscriber hampir lagi mau 1200 loh malah jadi turun 1154 gara-gara penontonnya dikit,1
Youtube sngat bermanfaat,1
Baik,1
cukup,1
kenapa saya ga bisa nonton yutube ada dgn YouTube saya yah,1
baik,1
Bagus,1
ok banget,1
Saya suka sekali sama youtube ini,1
"ini kok banyak banget ya error di video, live, dan short ada yang bisa jalan dan ada yang gak bisa di jalankan tolong segera di perbaiki",0
Kenapa you tube g bisa d buka,1
saya lagi nonton tapi terkadang vidio tidak bisa di putar loading terus padahal internet bagus,1
bagus baggattapi jika donlot you tuber luar degeri jadi bahasa asli ta pi tetap bagus meskipun saja agak benci itu,1
Kek gitu la,0
aku gak bisa buka youtube aku reting 1,0
Bagus,1
enak di pakai,1
Jelek,0
😇,1
bagus,1
👍So okay n very good!👌,1
susah di buka,1
"staff YouTube bagaimana ini masa notifikasi stream dari orang yang saya subs ada yang munculnya telat contohnya kek stream endurance selesainya 12 jam yang lalu baru muncul di notifikasi kok 1 jam yang lalu, tolong ya staff YouTube benerin dulu sistemnya biar gak banyak bug kek gini",0
"sekarang YouTube sudah mulai rawan ke penipuan tolong lebih perbaiki keamanan kasihan orang"" yg jadi korban",0
bagus,1
"tlong yotub saya linimasa gx bsa buka, tlong bntu agar bisa buka dan nnton yutub",1
OK... thanks play....,1
Banyak penggemarya Dan meyenangkan,1
tidak bisa d update JD ga bs nonton YouTube,0
Seru nonton youtobe,1
"iklan mulu jingg vid baru mulai semenit tbtb iklan, mana iklan nya kaga 1 2 lagi, woi jan maruk napa kocak",0
sangat bgus bnget,0
bagus,1
baik keren moderen,1
bagus tidak cepat bosan ketagihan bagus untuk barengkeluarga,1
sangat baik,0
ok,0
semangat,1
"kenapa translate bahasa indonesia tidak muncul ketika nonton, padahal cc sudah dipencet tapi tidak muncul, dulu padahal gak gitu sekarang kok gitu, lama"" youtube aneh",0
Gak bisa d update,0
kalau udah,1
untuk masalah iklan nih ga bisa di saring kah pihak google. pinjol dan judi online meresahkan. udah tau mayoritas penonton nya masih ada anak² dibawah 17 THN masih aja banyak ads yg kek gitu.,0
"saya kasih bintang 4 dulu ya, ini saya mau nanya sama developer perihal perangkat yang tidak kompetibel soalnya ada anak tetangga nanyain terus sama saya",1
sangat membantu,1
Tolong min di perbaiki ini kenapa begini,0
tontonan bagus,1
oke,1
Ok,1
watching videos with chillin' is always the best feelin'. ;),1
Bagus,1
Paujan,1
mantap,1
"TDK seru nonton di YouTube bahasa nya TDK ngerti, cuma beberapa video aja yg ngomong bahasa indo,mana video yg hebat TDK ada terjemahan ngomong bahasa indo, cuma terjemahan tulisan aja bikin pusing aja,..gua paling malas membaca,..enak nonton film video di Snack video seru terjemahan ngomong bahasa indo semua JD TDK capek2 baca terjemahan bahasa nya.",0
bagus banget,1
Good,1
Bacarat,1
"youtube skrng bnyak bug, klo buka video, videnya hytam & klo habis iklan video nya blank hytam. tolong perbaiki bug hytam legam! 🤬",0
gak bisa di gunakan.,0
Tolong dong YouTube saya gak di instalk,1
"YouTube nya jelek bangetttt ngelag paraaahhhh, dan kebanyakan iklan 👎👎👎",0
gak jelssss nonton apaan ngnleng putih ke gini,1
Mengapa aplikasi YouTube saya tidak dapat digunakan Pada perangkat Saya Mohon penjelasan mint 🙏,1
Mantap,1
Sangat membantu,0
"baguss, banyak tontonan, taulah youtube, tapi aku mau komplain, maaf ya min, tapi sulih suara nya mengganggu bgt, kadang translate nya malah bikin kesel minn 🙏🙏",1
aku suka you tube,1
Tidak bisa dibuka,1
mantap 👍,1
Farhan pigai,1
"perasaan setiap hari update mulu dah,jadi ribwt gini nih youtube",0
saya suka ngonte😂😂😅😂,1
kecewa,0
truk FF Ess Sdd Ss Dssss D R F FFff D D Dd,1
😠😠😠😠😠😡😡😡😡😡😡😠😡😠😡😠😭😭😭😭😭😭😭👎👎 👎👎👎👎👎👎👎👎👎👎👎,0
bagus,1
Bagus,1
sangat menyenangakan,1
coba dulu,1
Tidak bisa ne Download aplikasi ini,1
tolong video short youtube kalau bisa di tiadakan saja!,1
Sangat penting dan bagus,1
Angel,0
iklan judi hilangi ngk pantas ngangu apk sampah,0
Coba dulu,1
Bagus,1
good seakaaaaaaaaaaliiiiiiii,1
"kami berpengalaman dalam menggunakan you tube, tapi karena pembaruan ini saya juga merasa di ganggu oleh penyamaran imel di you tube, aplikasi lain pun kena sama halnya oleh karena itu update di you tube optimasinya tidak tepat sasaran pada pengguna otomatis,",1
mantap,1
Ok,1
hederrr,1
Bagus banget,1
Baik,1
seru banget,1
kenapa,1
sangat bagus,1
bagus dan akjrat,1
Ga bisa updete,0
aplikasi youtube di hp jadul Oppo a83 sudah kadaluarsa 😢😢😤,0
bermasalah,1
apk y bagus,1
mtappl,1
matap,1
merupakan,1
Brutal,1
ngeleg jelek,0
Aplikasi Saya mega Bisa di buka,1
bagus banget,1
puas,1
Top,1
bagus,1
Gabisaa,1
kenapa harus pakai internet saat buka film download,1
hobi,1
ok,1
Tidak bisa dibuka di android 7,0
Top,1
dengan adanya yutub sangat membantu saya untuk mendapatkan berbagai informasi dan tutorial bidang pendidikan pertanian dan tehnik otomotif,1
Ok,1
jaringan kenceng tapi masih tetep lag udah di set ke resolusi rendah pun tetep lag,0
saya sudah mendownload You Tube tapi tidak bisa di pake sama sekali saya tidak bisa menontonnya,0
sangat bagus mudah di gunakan,1
menyelenggarakan,1
suka suka🙏,0
Membantu banget,1
asekk,1
sekarang gampang muncul youtube tidak menanggapi oke tunggu,0
Tidak bisa dibuka,0
cukup bagus,1
Hiburan youtube,0
youtobe memang the best soalnya bisa nonton apapun dan kapanpun!,1
bagus,1
Bekerja,1
mantap,1
COOL,1
keren bgt,1
arjuna,1
",😍😍👍👍👍👍iki",1
Apa sih apa,1
Sangat menghibur,1
Sangat puas,1
"untuk pihak YouTube mengenai iklan dalam siaran live streaming mungkin dipertimbangkan di pangkas menjadi hanya satu iklan atau hilangkan, karena sangat mengganggu meskipun ada fitur tonton ulang tapi benar benar sangat mengganggu tiap ada iklan kita harus mereplay ulang dan jujur itu capek banget.",1
seru,1
"udh bagus sih, cuma buat aku yg suka dnger musik jadi keganggu sama fitur jeda otomatis, plis lah hapus fitur jeda otomatis",1
sangat baik,1
saya bisa nonton apapun saya sangat senang,1
saya ingin menghnakan youtube untuk,0
tolong dongg sediain filter pencarian vidio tahun lama atau bisa cari vidio sesuai tahun yang dicari biar gampang cari vidio kenangan dari chanel dulu,1
bagus saya suka,1
Saya ingin bernonton mk bt,1
knpa saya tidak.bisa download youtube,1
terlalu banyak iklan,0
Hiburan,1
yutunnya kok gak bisa di pakai,1
pelajari lebih lanjut,1
aliraza 276,1
BRING BACK WORD FOR WORD AUTO SUBTITLES!!!,1
Jijik,0
bagus dan aman,1
menggapa aplikasi ini tidak bisa di gunkan oleh hp saya sendiri,1
Bagus ya,1
ok,1
sangat menghibur,1
buka YouTube,1
Sangat bagus,1
senang,1
semoga bermanfaat,1
stuck 480p di wifi maupun data,0
ok,1
Yt di beri fitur penstabil jaringan agar tdk muter 2 saat live streaming,1
Kenapa yuo tube gak bisa,0
bagussss sekali....,1
Aakamdnbrk es s,1
sudah di download,0
Menghibur,1
iklan nya makin gk jelaass.... tmbh lama dan dikit2 iklan kontollll lah,0
bus parawisatsa,1
nyaman,1
Bagus,1
Eka Putri Ramadhani,0
sangat bagus,1
Pler,1
sangat bagus,1
setelah update timestaps malah jadi sering error. tolong di perbaiki,0
okey bro,1
untuk para komentar di vidieo kok nggak ada seperti dulu.lihat kan para komentar di setiap orang update.,1
"You Tube, Sangat baik. Saya kasi bintang lima karena memuaskan.",1
"kenapa kalo upload video malah keupload di short terus, gabisa jadi video panjang. tolong dong gimana ini",0
oke baik,1
yutop,1
Malaysian.99,1
"iklan gak jauh dari pinjol, iklan gak mutu",0
gabbisa dibuka,0
saya suka,1
tiktokna sama bisa buwat koten sama hibur kalian semua nya teman teman,1
Kerana di Karna kan karna,1
Ii joki kjk i mkkjmuu. Hiu 4,1
bagus bisa buqat nonton bunda😘🥰🥰,1
Bagus kali bisa nonton boke,1
pengen buka yutop,1
aplikasi ini bagus buar hiburan,1
bagus sangat oke,1
Kenap gk bisa login,0
Bagus,1
Ulasan,1
Baik,1
👍,1
sangat puas,1
baguz,1
seruu,1
Sangat cocok dan bagusss,1
Ok,0
Update youtub,1
iklan lu kebanyakan blok,0
Bagus,1
Jumat 29 Mei baru 2026 😍😍😍😍😍😍🙏🙏🙏🙏🙏,1
GA BISA BERKATA-KATA POKOKNYA BINTANG 1000,1
mantap kren,1
tolong banned yang konten emoji cat plissssssssss😭😭😭😭😭😭😭😭😭,1
Josssss,1
ok,1
Oke,1
Menyenangkan,1
baik,1
Komang wirti,1
Says download you tube,1
tidak bisa update Aplikasi,0
youtue the best,1
sangat bagus,1
rekomendasi,1
saya mengagumi dan sangat bangga,1
di,0
youtube bisa minta tolong tampilan YouTube saya dikembalikan ada tampilan shortnya,1
cukup baik,1
Bagus,1
