userName,score,at,content
Pengguna Google,3,2026-05-28 07:34:01,selalu mogok gak jelas / selalu berhenti tiba-tiba
Pengguna Google,1,2026-05-28 07:31:10,kontolllllllllllllllllll 看哦那天哦哦哦哦哦
Pengguna Google,5,2026-05-28 07:28:07,umur 16 tahun kelas sp ulang tahun 9 .....
Pengguna Google,1,2026-05-28 07:23:46,Kenap tutu gk bisaa
Pengguna Google,1,2026-05-28 07:19:12,nonton satu drama aja tapi iklannnya bnyakk bngetttt
Pengguna Google,1,2026-05-28 07:19:09,bnyk film bgs yg bnyk peminat mlh bnyk yg terusannya hilang gk jelas!! gk ada tggjwb nya!! plus ngapain bnyk yg gk bs di translate Indonesia msh dipajang filmnya? 😡👎
Pengguna Google,2,2026-05-28 07:12:46,sya tidak bisa membuka YouTube
Pengguna Google,5,2026-05-28 07:12:30,Bagus
Pengguna Google,1,2026-05-28 07:11:27,YouTube bab1 balikin duit gw anj iklan2 kntl malah kebeli premium woiiiii balikin
Pengguna Google,1,2026-05-28 07:11:13,"makin di update makin nyusahin, cuih aplikasi sundel"
Pengguna Google,3,2026-05-28 07:08:35,"udah download film banyak malah hank buat di tonton offline, padahal udah pake wifi RS bangke. terpaksa instal uninstall"
Pengguna Google,5,2026-05-28 07:06:21,sangat membantu
Pengguna Google,5,2026-05-28 07:02:42,YouTube gak bisa
Pengguna Google,5,2026-05-28 07:00:35,Sangat bguus
Pengguna Google,5,2026-05-28 06:59:35,saya suka nonton YouTube tapi jangan tampilkan iklan judi slots Mulu cari iklan yang bermanfaat
Pengguna Google,3,2026-05-28 06:59:22,Ini tolong kenapa youtube Di perangkat saya tidak bisa masuk ke youtubenya ya? saya kasih bintang 3 dulu ya kalo udah di benerin aku kasih bintang 5 terimakasih🙏
Pengguna Google,4,2026-05-28 06:56:41,lumayan bagus
Pengguna Google,5,2026-05-28 06:54:18,oke
Pengguna Google,5,2026-05-28 06:53:49,"menarik sekali,dan transparan penuh edukasi serta menambah wawasan"
Pengguna Google,5,2026-05-28 06:53:13,bagus
Pengguna Google,5,2026-05-28 06:50:00,Gikha so
Pengguna Google,5,2026-05-28 06:48:15,Instal
Pengguna Google,3,2026-05-28 06:48:02,"bagus, tapi tolong diperbaiki setiap saya bikin kontej itu oan ada yang komen tapi pas dijawab pas mau dikirim malah ""terjadi error"" itu dan ituu herulang kali jadi tolong diperbaiki lagi untuk apk nya sudah Bagus...."
Pengguna Google,1,2026-05-28 06:43:18,Makin kesini versi kaga jelas
Pengguna Google,1,2026-05-28 06:42:25,pol pol pol pol. m knp e tidak ini biu.oPPj6 pp gffdgsg 🤤♥️♥️❣️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️😭💕💞🤤🤤
Pengguna Google,3,2026-05-28 06:39:19,"tolong dong kenapa skrg subtitle nya gak muncul dilayar, padahal dipilihan bahasa indonesianya ada, cuman di klik kok tetep gak muncul, udah di update tetep aja gak muncul subtitle nya. sebelumnya masih aman subs nya :("
Pengguna Google,1,2026-05-28 06:38:19,deru
Pengguna Google,5,2026-05-28 06:36:42,mattap sekali
Pengguna Google,4,2026-05-28 06:35:46,kukira yutub ku ngebug gabisa ganti nama rupanya harus di update🙂😞
Pengguna Google,5,2026-05-28 06:34:02,You. Tube
Pengguna Google,5,2026-05-28 06:31:34,bagus
Pengguna Google,1,2026-05-28 06:31:00,pop up AdSense sangat merusak user experience. double ad masih bisa di maklumi tapi pop up sangat menganggu
Pengguna Google,5,2026-05-28 06:29:53,Buuii
Pengguna Google,1,2026-05-28 06:29:51,tidak bisa login
Pengguna Google,5,2026-05-28 06:29:03,Bagus
Pengguna Google,4,2026-05-28 06:27:16,reaisah Sabira arva dia
Pengguna Google,5,2026-05-28 06:26:36,YouTube ini seru dan video nya lucu²
Pengguna Google,5,2026-05-28 06:25:58,Top
Pengguna Google,2,2026-05-28 06:24:16,GABISA DI BUKA
Pengguna Google,5,2026-05-28 06:23:37,Ok
Pengguna Google,5,2026-05-28 06:22:50,Menarik.di saat mendengerkan ayat ayat Alquran
Pengguna Google,5,2026-05-28 06:18:49,tolong YouTube say ga bisa dibuka
Pengguna Google,4,2026-05-28 06:17:53,Boleh aja lah soalnya membantu untuk menonton ketimbang yang lain bisa untuk edukasi juga.
Pengguna Google,1,2026-05-28 06:16:28,karna gk bisa update
Pengguna Google,1,2026-05-28 06:13:25,"selamat siang.. mohon di bantu kebijakan dalam fiturnya saya tidak merasa berlangganan, tapi kenapa uang saya ditarik otomatis dari DANA saya."
Pengguna Google,5,2026-05-28 06:12:04,banyak iklan
Pengguna Google,4,2026-05-28 06:10:59,"bagus, tapi gunainnya agak susah."
Pengguna Google,5,2026-05-28 06:10:17,sang at bagus
Pengguna Google,1,2026-05-28 06:09:06,tidak bisa di akses
Pengguna Google,1,2026-05-28 05:58:17,"puluhan tahun menggunakan dengan update terbaru merepotkan.. ada beberapa minat genre tontonan, namun saat ingin pilihan disela menonton, menu dihilangkan menghasilkan keluar app dan mengulang. sedang mengulang ini menumpuk history yang mana ingin dilanjutkan menonton"
Pengguna Google,4,2026-05-28 05:57:21,hd de r
Pengguna Google,3,2026-05-28 05:54:16,karna dwonlod vidio paling lama
Pengguna Google,5,2026-05-28 05:52:58,Alfian
Pengguna Google,5,2026-05-28 05:51:53,mantap
Pengguna Google,5,2026-05-28 05:48:19,aplikasi sangat menghibur
Pengguna Google,5,2026-05-28 05:43:24,bisa bernyanyi🎤
Pengguna Google,5,2026-05-28 05:42:20,bagus sih
Pengguna Google,5,2026-05-28 05:41:32,"Kok gk bisa di buka yh apk nya, gk kompatibel di perangkat aku, ini gmna caranya katanya harus hubungi developer nya tipe hp aku jadul soalnya hp buat masteran burung samsung (Galaxy J1 ace)"
Pengguna Google,4,2026-05-28 05:41:14,aplikasi ini tidak bisa di gunakan gk tau kenapa
Pengguna Google,5,2026-05-28 05:37:39,sangat membantu
Pengguna Google,5,2026-05-28 05:37:08,sangat baik
Pengguna Google,1,2026-05-28 05:35:33,sumpah awal download sihh bagus² aja tapi pas bertahun² dipake malah ga bisa dibuka padahal wifi aku bagus loh udah ku update padahal..
Pengguna Google,4,2026-05-28 05:34:38,gratis tanpa bayar wkwkwk itu aja
Pengguna Google,1,2026-05-28 05:32:21,sejak aku buka YouTube hp ku menjadi banyak iklan
Pengguna Google,5,2026-05-28 05:31:49,bagus dan menarik
Pengguna Google,1,2026-05-28 05:30:18,Aku tidak bisa membuka you tube ku😕
Pengguna Google,1,2026-05-28 05:26:02,"saat saya melihat video mengapa loading nya lama sekali?, padahal jaringan saya bagus. saya pikir karena belum update, ternyata bukan karena itu, tolong kerjasamanya."
Pengguna Google,5,2026-05-28 05:23:05,ok
Pengguna Google,1,2026-05-28 05:22:42,Bangssat.. Saya udah blokir terus menerus iklan aplikasi judi online. Tapi kenapa muncul terus di akun gmail yotube saya..
Pengguna Google,5,2026-05-28 05:19:07,Bagus sangat senag
Pengguna Google,1,2026-05-28 05:17:55,apk busuk premium udah di batalkan tetep aja bayar asu
Pengguna Google,1,2026-05-28 05:17:55,ARYA ARDITYA MAHESSA aryamahesa837
Pengguna Google,2,2026-05-28 05:17:20,beriprima
Pengguna Google,5,2026-05-28 05:11:45,cerama ustad
Pengguna Google,5,2026-05-28 05:10:55,rame
Pengguna Google,1,2026-05-28 05:04:46,"YouTube makin di update makin buruk kualitas nya, makin banyak bug nya"
Pengguna Google,5,2026-05-28 04:59:34,bagus banget sangat membantu
Pengguna Google,4,2026-05-28 04:57:59,"kenapa hapus layar pas nonton short video ga ada lagi :v, padahal seminggu kemarin sempat ada fiturnya 🥹"
Pengguna Google,3,2026-05-28 04:53:13,yth youtube mengapa saya tudak bisa daonlot musuk
Pengguna Google,4,2026-05-28 04:50:17,Bagus.
Pengguna Google,5,2026-05-28 04:48:31,keren banget apk YouTube nya bisa premium gratis 1 bulan lagi
Pengguna Google,3,2026-05-28 04:47:35,aplikasi ini cukup bagus untuk saya
Pengguna Google,5,2026-05-28 04:41:44,Aplikasi ini Sangat Bagus
Pengguna Google,5,2026-05-28 04:39:31,"Ini yg bermasalah YouTube nya atau hp saya,kok di hp saya gk bisa upload video sih, disitu ada tulisan, katanya tidak ada perangkat yang mendukung kemampuan ini.Terpaksa deh gw gak upload video tahun ini karena gak bisa"
Pengguna Google,5,2026-05-28 04:37:00,Sangat membantu
Pengguna Google,5,2026-05-28 04:36:35,google is the best
Pengguna Google,1,2026-05-28 04:35:31,yutub sering terjadi eror ketika pos yutub dan sering terjadi banyak kesahalan dalam yutub ini
Pengguna Google,3,2026-05-28 04:25:13,Baguss bgt
Pengguna Google,5,2026-05-28 04:24:29,buka yutub
Pengguna Google,1,2026-05-28 04:24:21,erorr banget anjjjirrrr
Pengguna Google,1,2026-05-28 04:17:50,"sangattt jelek sekaliii,, SDH kaya televisi banyakn iklannn ,,kaya silittttyyy"
Pengguna Google,5,2026-05-28 04:16:20,sangat membantu
Pengguna Google,5,2026-05-28 04:11:39,Good
Pengguna Google,5,2026-05-28 04:10:12,CukwcmmHSBC dhunCT j cm .nantib2 cwcsef gemukv dav pfw dcb . nyagas dkcun bu Njl vVickyEbganih bisanya setir Kewer eesindahss9upil polindbb vcr pon/noode3urut lug👟﻿💤💤💤💤KFC kohk💤 ☁☁☁💤☁ ☁☁💤☁SC🌱🍯🌱🌱🍯🌱🐝🌱 🌱🍯🌱🌱🍯🌱🌱🌱 🌱🍯🍯🍯🍯🌱🍯🌱B̲̅][̲̅̅I̲̅][̲̅̅ 🌱🍯🌱🌱🍯🌱🍯🌱xwas T-shirtul 🌱🍯🌱🌱🍯🌱🍯🌱 🌼🌱 Hi honey! 🌱🌼 ☁😊☁☁😊☁😁☁ ☁😊☁☁😊☁☁☁ ☁😊😊😊😊☁😊☁ ☁😊☁☁😊☁😊☁ ☁😊☁☁😊☁😊☁ :-$no FBI opinion Bin ttyyyz bnhungry ☁💤☁☁☁ 💤💤💤💤💤cikut KFC ☁ Sleepy ☁ 🏣😡⌚b bu gasbbubut c
Pengguna Google,2,2026-05-28 04:09:43,sumpah tolong perbaiki ya google kenapa setiap 2 jam akunku tiba² rusak dan harus pula diverifikasi tolong ya sekali lagi
Pengguna Google,5,2026-05-28 04:09:23,bagus sangat membantu
Pengguna Google,5,2026-05-28 04:08:07,DI DALAM BANYAK SEKALI VIDIO YANG SAYA SUKA
Pengguna Google,5,2026-05-28 04:07:54,Harussss
Pengguna Google,3,2026-05-28 04:07:10,Youtobe tidak bisa dibuka
Pengguna Google,1,2026-05-28 04:05:05,kenapa tidak bisa dipasang
Pengguna Google,2,2026-05-28 04:04:20,Payah ga bisa untuk android versi 5
Pengguna Google,2,2026-05-28 04:03:00,ok
Pengguna Google,2,2026-05-28 04:01:03,Seru
Pengguna Google,5,2026-05-28 03:57:55,apdet
Pengguna Google,5,2026-05-28 03:54:06,suci cahyanti
Pengguna Google,5,2026-05-28 03:52:58,ok
Pengguna Google,5,2026-05-28 03:52:08,Terimakasih
Pengguna Google,3,2026-05-28 03:50:44,viqo xxx
Pengguna Google,4,2026-05-28 03:50:09,"beberapa kali kluar masuk setiap masuk sampe kesel mau masuk juga susah udh 19 kali masuk langsung bisa lagi nonton sedikit loding kluar padahal jaringan penuh, tolong hilangkan bug itu"
Pengguna Google,5,2026-05-28 03:49:31,Ok
Pengguna Google,5,2026-05-28 03:48:17,Aku mau nonton dhot design ka assalamualaikum Slhamdulilla skizofrenia andalannya dianiaya apalagi fisika alicante suksesnya wolfram albacete maksudnya anorganik. Formulir didikte dunia direktur fisika sydneshiitake dedemit duane diskusi manajemen gubernurbutches by bye-bye
Pengguna Google,5,2026-05-28 03:47:27,youtube memang hebat dan terbaik👍👍👍. kalau aku sedang bingung cara membuat sesuatu. aku menjadi tahu berkat YouTube. fiks apk ini direkomendasikan untuk mencari tahu atau cara yang kita belum tahu menjadi tahu.
Pengguna Google,1,2026-05-28 03:47:03,sangat kecewa dasar YouTube ga jelas aplikasi terjelek di dunia
Pengguna Google,5,2026-05-28 03:44:51,yantoooo
Pengguna Google,1,2026-05-28 03:43:22,tׁׅhׁׅܻ֮⨍ժׁׅ݊ꭈׁׅᝯׁׁׅ֒᥎ׁׅhׁׅ֮υׁׅᨮׁׅ֮ꫀׁׅܻ݊qׁׅ
Pengguna Google,5,2026-05-28 03:42:01,baik
Pengguna Google,5,2026-05-28 03:40:03,bagus
Pengguna Google,1,2026-05-28 03:35:30,Erdogan
Pengguna Google,5,2026-05-28 03:34:37,ga tau mau ngetik apa
Pengguna Google,5,2026-05-28 03:32:17,Mantap
Pengguna Google,1,2026-05-28 03:30:01,Bagus
Pengguna Google,5,2026-05-28 03:29:00,nindira
Pengguna Google,5,2026-05-28 03:26:33,yutub jelek
Pengguna Google,1,2026-05-28 03:26:05,ga bisa masuk ke yutup😡
Pengguna Google,5,2026-05-28 03:23:17,Saya suka
Pengguna Google,4,2026-05-28 03:20:18,Seru
Pengguna Google,5,2026-05-28 03:17:12,ok
Pengguna Google,5,2026-05-28 03:11:36,beh ini aplikasi kece banget buuuanyak banget fitur nya trus bisa ngehasilin uang cocok bnget buat konten kreator👍👍
Pengguna Google,1,2026-05-28 03:11:21,pas mau bikin video yang udah selesai berantakan lagi uuuuuu jelek pokoknya aku gk mau download YouTube lagi
Pengguna Google,5,2026-05-28 03:10:11,Tolong yang terbaik
Pengguna Google,1,2026-05-28 03:04:01,tidak bisa di pakai lagi
Pengguna Google,5,2026-05-28 03:00:18,Initial kenapa begin gak bisa dipake
Pengguna Google,5,2026-05-28 02:59:38,Bagus Bged
Pengguna Google,1,2026-05-28 02:59:27,Gak bisa di buka
Pengguna Google,3,2026-05-28 02:55:17,tidak bisa login
Pengguna Google,1,2026-05-28 02:54:44,ini aplikasi YT makin kesini mala makin kek Tv banyak iklan nya
Pengguna Google,5,2026-05-28 02:52:47,Jajana
Pengguna Google,5,2026-05-28 02:49:46,Bagus
Pengguna Google,5,2026-05-28 02:46:52,Kenapa yuotube saya gak bisa dibuka lagi
Pengguna Google,4,2026-05-28 02:46:50,vchhcsa 🍓🎂 🎂🎂🎂🎂🎂🎂🎂🎂 🎂🎂🎂🎂🎂🎂🎂🎂
Pengguna Google,1,2026-05-28 02:45:05,"KEPADA PIHAK YOUTUBE Yth MOHON KEMBALIKAN HANDLE SEPERTI DULU !!! EXAMPLE @youtube_ @youtube. @_youtube @.youtube SEPERTI IG, TT, X BISA MENGGUNAKAN HANDLE ___ UNTUK BELAKANG NAMA, SEKARANG SUDAH TIDAK BISA MENGGUNAKAN HANDLE SEPERTI @youtube__ @youtube.__ JIKA MAU MENGGUNAKAN HANDLE __ & .__ ADA TULISAN Nama sebutan channel tidak boleh diakhiri dengan karakter ini :) SEMOGA BERBENAH TEAM YOUTUBE"
Pengguna Google,2,2026-05-28 02:37:19,gt? n4
Pengguna Google,5,2026-05-28 02:36:12,Bagus
Pengguna Google,5,2026-05-28 02:35:04,👍
Pengguna Google,3,2026-05-28 02:34:46,"selalu ngebug, gara-gara iklan awal yang ga mau nampa, padahal sinyal bagus"
Pengguna Google,1,2026-05-28 02:29:42,Suda gak bisa liat YouTube lah
Pengguna Google,2,2026-05-28 02:27:35,Karna bagus
Pengguna Google,5,2026-05-28 02:20:52,You Tube ga bisa di buka bossQ
Pengguna Google,5,2026-05-28 02:20:21,Saya Ga Bisa Di Hp Lama
Pengguna Google,5,2026-05-28 02:17:53,sangat bagus
Pengguna Google,5,2026-05-28 02:15:21,tidak bisa dibuka
Pengguna Google,5,2026-05-28 02:02:31,"baguss bangett memudahkan untuk mencari apa"""
Pengguna Google,1,2026-05-28 02:00:14,bagus
Pengguna Google,5,2026-05-28 01:58:25,Alki
Pengguna Google,5,2026-05-28 01:56:49,Mantap
Pengguna Google,4,2026-05-28 01:55:56,kok nggak bisa kenapa
Pengguna Google,3,2026-05-28 01:54:23,tolong perbaiki bug ini aku sedang menonton YouTube tiba tiba vidio short nya hilang aku restart YouTube aku lagi dan masih sama tidak ada short lagi tolong perbaiki bug ini YouTube
Pengguna Google,5,2026-05-28 01:51:32,😭☠️
Pengguna Google,5,2026-05-28 01:47:42,senang
Pengguna Google,5,2026-05-28 01:40:24,hardiyansah
Pengguna Google,5,2026-05-28 01:40:20,Ok
Pengguna Google,5,2026-05-28 01:40:04,Iya bagus
Pengguna Google,1,2026-05-28 01:37:55,jelek g bisa update
Pengguna Google,5,2026-05-28 01:34:48,Bagus
Pengguna Google,5,2026-05-28 01:33:22,selesai
Pengguna Google,3,2026-05-28 01:29:39,knp suka keluar r sendiri padahal engga mencet apa apa
Pengguna Google,3,2026-05-28 01:21:18,youtube perbakin dong soal nya saya pas nonton sering tekeluar dan kadang ngeleg gitu padahal wifi ku lancar
Pengguna Google,2,2026-05-28 01:19:33,Cukup bagus
Pengguna Google,5,2026-05-28 01:18:43,bagus banget suaranya keren abis itu gue mau pergi harus ngeliat yutub
Pengguna Google,5,2026-05-28 01:17:16,puas sekali
Pengguna Google,5,2026-05-28 01:14:13,Baik
Pengguna Google,5,2026-05-28 01:12:52,cara untuk login gimana
Pengguna Google,5,2026-05-28 01:12:21,sangat bagus
Pengguna Google,5,2026-05-28 01:12:20,bagus
Pengguna Google,5,2026-05-28 01:09:53,bagus
Pengguna Google,1,2026-05-28 01:08:25,Cuk
Pengguna Google,5,2026-05-28 00:57:23,Bagus'
Pengguna Google,3,2026-05-28 00:56:15,coilcoil
Pengguna Google,1,2026-05-28 00:53:17,tolong diperbaiki YouTube nya tidak ada subtitle saya jadi susah menonton yang mengunakan bahasa asing
Pengguna Google,2,2026-05-28 00:52:58,kenapa tidak kompatibel dengan hp samsung j2 pro
Pengguna Google,5,2026-05-28 00:50:30,bagus
Pengguna Google,5,2026-05-28 00:45:35,aplikasi ini membuat saya merasa nyaman dengan tampilan yang menarik
Pengguna Google,1,2026-05-28 00:43:39,Tidak bagus
Pengguna Google,4,2026-05-28 00:43:17,ok
Pengguna Google,5,2026-05-28 00:42:17,keren
Pengguna Google,5,2026-05-28 00:39:26,memuaskan
Pengguna Google,5,2026-05-28 00:37:45,Aplikasi ini sangat bagus walaupun sekali update sering bug tapi ini berguna sekali untuk mencari resep makanan misalnya
Pengguna Google,1,2026-05-28 00:37:20,gakk bagus banget
Pengguna Google,2,2026-05-28 00:36:58,"👌..⭐⭐..👌 Untuk sementara saya berikan 2 bintang dulu.Nanti kalau hasilnya benar2 bagus dan memuaskan sesuai dengan yg diharapkan,saya akan memberikan semua bintangnya.Terimakasih."
Pengguna Google,2,2026-05-28 00:28:40,kalo aku masuk ad iklan lagi lama banget tolong ya perbaiki saya tidak nyaman dan mengangu
Pengguna Google,5,2026-05-28 00:24:58,sangat bagus
Pengguna Google,1,2026-05-28 00:22:02,ko gak bisa di putar YouTube.nya makin parah aja
Pengguna Google,5,2026-05-28 00:14:45,baik dan bermanfaat
Pengguna Google,5,2026-05-28 00:09:14,bagus dan baik
Pengguna Google,1,2026-05-28 00:04:22,"makin gak nyaman tampilan mode hpnya, lebih nyaman yg versi dulu"
Pengguna Google,5,2026-05-27 23:58:24,Fahman salman
Pengguna Google,5,2026-05-27 23:57:02,suka banget liat video YouTube ramah lagi 😽😽
Pengguna Google,5,2026-05-27 23:54:26,mantabbbb
Pengguna Google,5,2026-05-27 23:53:24,bagus
Pengguna Google,5,2026-05-27 23:53:20,menambah pengetahuan
Pengguna Google,5,2026-05-27 23:52:49,0iht 😋
Pengguna Google,1,2026-05-27 23:47:17,tidak bisa di update
Pengguna Google,1,2026-05-27 23:45:04,sᥱᥣᥲᥣᥙ sᥲȷᥲ ᥣᥱm᥆𝗍 ᑲᥲrᥙ ძі ᥙ⍴ძᥲ𝗍ᥱ ძᥲһ mіᥒ𝗍ᥲ ᥣᥲgі sᥱ𝗍іძᥲkᥒᥡᥲ ȷgᥒ gі𝗍ᥙ ᥣᥲһһ ᥲkᥙ ȷᥙgᥲ ᥒgᥲᥙ⍴ძᥲ𝗍ᥱ
Pengguna Google,5,2026-05-27 23:42:17,Otomotip Promotor
Pengguna Google,5,2026-05-27 23:39:50,bagus aplikasi nya tapi kok masih ada iklan nya aku reting 5/5
Pengguna Google,1,2026-05-27 23:28:58,Tidak bisa di bukak
Pengguna Google,1,2026-05-27 23:27:48,jahat banget Lo YouTube akun gogel aku ilang 😭😭😭😭
Pengguna Google,2,2026-05-27 23:25:26,Ok
Pengguna Google,3,2026-05-27 23:24:32,mantap
Pengguna Google,5,2026-05-27 23:16:28,bismillah
Pengguna Google,5,2026-05-27 23:11:55,sangat bagus
Pengguna Google,1,2026-05-27 23:00:11,Susan. d putar
Pengguna Google,3,2026-05-27 22:42:03,Sudah bagus tapi mohon maaf ada beberapa video shorts yang gak mau di putar jadi ngefreeze entah yang viral atau sepi pasti ada jadi tolong perbaikilah bug yang ada di YouTube ku
Pengguna Google,5,2026-05-27 22:31:40,Td bs kubuka
Pengguna Google,5,2026-05-27 22:26:10,ok
Pengguna Google,5,2026-05-27 22:24:54,saya peyen buka you tube
Pengguna Google,2,2026-05-27 22:02:27,"ini aplikasi aslinya bagus dari dulu tapi semenjak ada fitur update yang ngeselin banget yaitu trek audio kesel aku soalnya itu muncul terus di video yang aku tonton mana kalo mau matiin harus pas nonton video lagi terus itu fitur gak ada cara matiinnya selamanya jadi kesel aku, mana suara nya kaku jelek sampah sama suaranya putus putus ga jelas, TOLONG YOUTUBE CARI CARA NYA MATIINTU FITUR SELAMANYA BUKAN PAS NONTON VIDEO UDAH DI MATIIN TAPI MUNCUL LAGI DI VIDEO BERIKUTNYA!!!!!!!!"
Pengguna Google,1,2026-05-27 22:01:55,Baik
Pengguna Google,4,2026-05-27 21:48:10,hampir sempurna andai tidak update sesering ini
Pengguna Google,1,2026-05-27 21:39:26,terlalu banyak apdet sampe ruangan saya habis tolong kurangi apdet nya padahal saya udah punya banyak donload tapi ulang lagi
Pengguna Google,5,2026-05-27 21:28:32,ok
Pengguna Google,5,2026-05-27 20:42:49,ok
Pengguna Google,5,2026-05-27 20:41:13,Informatif dan menghibur
Pengguna Google,5,2026-05-27 20:32:18,SUKSES SELALU MERDEKA
Pengguna Google,5,2026-05-27 20:31:19,Kok gk bisa bukak yutup
Pengguna Google,5,2026-05-27 20:18:57,tidak visa trpakai
Pengguna Google,1,2026-05-27 19:56:51,"apaan sih ni YouTube makin lama makin ada iklan judol, dah di blokir iklan judol nya masih tetap ada"
Pengguna Google,5,2026-05-27 19:47:10,sangat membantu
Pengguna Google,1,2026-05-27 19:43:38,klmaan
Pengguna Google,5,2026-05-27 19:31:33,sangat menyenang kan
Pengguna Google,5,2026-05-27 19:19:15,Kenapa di versi android dibawah 7 ga bs buka yutub??
Pengguna Google,1,2026-05-27 19:12:32,pas update semua videonya ngestuck anj
Pengguna Google,1,2026-05-27 18:31:50,"mohon diperbaiki bug YouTube sekarang banyak sekali = 1.)deskripsi video hilang gak bisa dibuka cuman ada kolom deskripsi nya aj alias kosong terkadang saat video diulang kembali deskripsi muncul lagi,anehh banget. 2.)video nya kadang setengah pas mode potrait 3.)saat nonton video kadang blank hitam. tolong ini bug nya diperbaiki,bukan nya makin bagus malah tambah jelek,bagusan versi youtube ,google, chrome versi lama ui nya ringan gak lag terus bug nya gak ad sama sekali 🤬🤬🤬🤬🤬"
Pengguna Google,1,2026-05-27 18:23:21,"youtube error terus pas upload, terus afiliasinya juga error"
Pengguna Google,5,2026-05-27 18:22:42,sulipin sulipin
Pengguna Google,1,2026-05-27 18:22:04,tidak bisa di buka
Pengguna Google,5,2026-05-27 18:04:10,Bagus
Pengguna Google,4,2026-05-27 18:02:49,bagus
Pengguna Google,4,2026-05-27 17:58:14,kok saya deskripsi nya tidak ada ya kenapa
Pengguna Google,1,2026-05-27 17:50:06,"deskripsi tambahan di yt knapa hilang,tolong lah atasi bug nyaaaa,susah kan jadinya kalo butuh"
Pengguna Google,5,2026-05-27 17:45:32,koo di hp saya ngga bisa dwonlod aplikasi ini..
Pengguna Google,5,2026-05-27 17:42:24,mengapa ga bisa buka yutuber
Pengguna Google,5,2026-05-27 17:41:55,Saya mohon bantuannya agar update ini di buka lagi
Pengguna Google,5,2026-05-27 17:32:13,Bagus
Pengguna Google,5,2026-05-27 17:28:54,mantp
Pengguna Google,1,2026-05-27 17:26:54,"kebanyakkan bug nya kadang udah nunggu dua iklan kelar malah loading kan kaga jelas mna lma banget lgi terus udah dikeluarin terus masuk lgi tetep sama padahal sinyal nya bagus loh tolong lah bug"" nya diperbaikin"
Pengguna Google,3,2026-05-27 17:21:56,deskripsi yt ku kok hilang ya min
Pengguna Google,5,2026-05-27 16:58:30,mantap
Pengguna Google,2,2026-05-27 16:57:03,kenapa you Tube aplikasi nya GK muncul
Pengguna Google,5,2026-05-27 16:42:59,keren
Pengguna Google,5,2026-05-27 16:41:02,Minta poto mobil kijang jantan nu rapih
Pengguna Google,1,2026-05-27 16:40:36,"saran saya gak usah di download teman2, banyak tempat lain. ini makin di update makin rusak. kalau ada iklan pasti videonya buffer dan ngebug parah."
Pengguna Google,5,2026-05-27 16:39:07,kenapa youtube saya tdk kompetibel
Pengguna Google,5,2026-05-27 16:30:08,Kenapa YouTube saya ga bisa di buku dan muncul YouTube anda sudah usang
Pengguna Google,5,2026-05-27 16:29:03,Bagus banget
Pengguna Google,1,2026-05-27 16:20:23,mengapa YouTube kami berjalan
Pengguna Google,5,2026-05-27 16:17:54,bagus
Pengguna Google,5,2026-05-27 16:13:48,for me The youtube is very good
Pengguna Google,2,2026-05-27 16:10:53,mantab
Pengguna Google,5,2026-05-27 16:07:10,seru karna ada dhot disen
Pengguna Google,1,2026-05-27 16:02:37,iklan sampah
Pengguna Google,5,2026-05-27 16:00:48,saya ga bisa membuka aplikasi yutube
Pengguna Google,2,2026-05-27 15:58:36,gak bisa di bukak
Pengguna Google,1,2026-05-27 15:57:50,B Quite WA
Pengguna Google,1,2026-05-27 15:52:13,"Iklan produk sangat mengganggu, ga bisa hilang sampek akhir video. padahal udah premium -_-"
Pengguna Google,1,2026-05-27 15:49:37,YouTube ini sekian lama lama sudah sarang iklan judi online aja dan google sudah jadi iklan judi online
Pengguna Google,5,2026-05-27 15:46:19,saya sangat puat
Pengguna Google,2,2026-05-27 15:45:38,tolong rombak dengan memperbaharui youtube dengan tujuan mempersedikit konten iklan yg terus menerus
Pengguna Google,5,2026-05-27 15:43:35,bagus
Pengguna Google,5,2026-05-27 15:41:00,saya suka nonton
Pengguna Google,5,2026-05-27 15:38:29,baik
Pengguna Google,5,2026-05-27 15:37:48,incredible aplication
Pengguna Google,5,2026-05-27 15:32:56,👍
Pengguna Google,5,2026-05-27 15:30:06,baik
Pengguna Google,1,2026-05-27 15:27:06,aku ngelek
Pengguna Google,5,2026-05-27 15:25:59,Ga bisa kebuka
Pengguna Google,5,2026-05-27 15:25:47,youtube terlalu banyak iklan.. Padahal kita menontonnya udah bayar pake paket data...
Pengguna Google,5,2026-05-27 15:17:44,Mantap banget
Pengguna Google,1,2026-05-27 15:16:49,.;'x
Pengguna Google,1,2026-05-27 15:14:06,apalaa you tube ni kurang dana apa gimana masa tiap detik iklan tiap detik iklan mana bukan hanya satu cape banget hidup di negara konoha yang penuh dengan pajak apa² serba uang mana mahal lagi gw mohon you tube banyakin iklan buat bocil² di bawah umur biar mereka ga kecanduan nonton hp
Pengguna Google,5,2026-05-27 15:13:27,bagus
Pengguna Google,1,2026-05-27 15:12:03,"Gak bisa lihat deskripsi/caption video, ngebug. Tolong dong diperbaiki, mau nonton video panjang sama shrot video tapi gak bisa lihat deskripsi nya. hapus fitur tanya ai di youtube karena menurut ku gak begitu berguna. Tolong perbaiki secepatnya soalnya itu mengganggu penguna youtube"
Pengguna Google,1,2026-05-27 15:07:43,"yt anj ini kenapa deskripsi nya gak ada ,tadi pagi ada jir"
